Date,ID,Lat,Lon,Alt,#WiFi networks,SSID1,MAC1,Frequncy1,Signal1,SSID2,MAC2,Frequncy2,Signal2,SSID3,MAC3,Frequncy3,Signal3,SSID4,MAC4,Frequncy4,Signal4,SSID5,MAC5,Frequncy5,Signal5,SSID6,MAC6,Frequncy6,Signal6,SSID7,MAC7,Frequncy7,Signal7,SSID8,MAC8,Frequncy8,Signal8,SSID9,MAC9,Frequncy9,Signal9,SSID10,MAC10,Frequncy10,Signal10
27/10/2017 16:12,PB2PRO,32.16857397,34.81328609,-9,2,ben moshe,b4:ee:b4:36:d2:b0,2412,-51,ben moshe,b0:b2:8f:37:ba:c7,2412,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/2017 16:12,PB2PRO,32.16857397,34.81328609,-9,2,ben moshe,b4:ee:b4:36:d2:b0,2412,-51,ben moshe,b0:b2:8f:37:ba:c7,2412,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
